normalize_supplier_name,invoice_description,CategoryLevel1,CategoryLevel2,CategoryLevel3,CategoryLevel4,Cluster
ARCH ACRYLIC NOVELTIES TRADING LLC,BANQUET- DONUT STAND,,,,,26
ARCH ACRYLIC NOVELTIES TRADING LLC,BANQUET L152- CANDY JAR,,,,,26
ARCH ACRYLIC NOVELTIES TRADING LLC,BANQUET- MICROPLANE,,,,,26
ARCH ACRYLIC NOVELTIES TRADING LLC,BANQUET- STEEL MOULDS,,,,,26
ARCH ACRYLIC NOVELTIES TRADING LLC,BANQUET- STEEL PPING,,,,,26
ARCH ACRYLIC NOVELTIES TRADING LLC,BANQUET- WASTE BINS,,,,,26
ARCH ACRYLIC NOVELTIES TRADING LLC,BUFFET REQUIREMENT NYE 2024,,,,,26
ARCH ACRYLIC NOVELTIES TRADING LLC,Candy Machine Cover,,,,,26
ARCH ACRYLIC NOVELTIES TRADING LLC,Elevations,,,,,26
ARCH ACRYLIC NOVELTIES TRADING LLC,Elevations,,,,,26
ARCH ACRYLIC NOVELTIES TRADING LLC,F+B Restaurant Breakfast Menu Stand (Arch Acrylic),,,,,26
ARCH ACRYLIC NOVELTIES TRADING LLC,Fabricating custom acrylic shapes for pastry,,,,,26
ARCH ACRYLIC NOVELTIES TRADING LLC,Fabricating custom styro for pastry,,,,,26
ARCH ACRYLIC NOVELTIES TRADING LLC,GI BANQUET FLIP CHART HOLDER,,,,,26
ARCH ACRYLIC NOVELTIES TRADING LLC,GI BANQUETS DECEMBER,,,,,26
ARCH ACRYLIC NOVELTIES TRADING LLC,GI DEC TAG HOLDER,,,,,26
ARCH ACRYLIC NOVELTIES TRADING LLC,GI LUMA DECEMBER,,,,,26
ARCH ACRYLIC NOVELTIES TRADING LLC,GI NEON SIGNAGE DEC 2024,,,,,26
ARCH ACRYLIC NOVELTIES TRADING LLC,GI OPERA DECEMBER,,,,,26
ARCH ACRYLIC NOVELTIES TRADING LLC,GI TAG HOLDER DEC,,,,,26
ARCH ACRYLIC NOVELTIES TRADING LLC,GI|2024 : ATM HIGH BALL GLASSES | KEYBOARD&MOUSE | CUST BOX,,,,,26
ARCH ACRYLIC NOVELTIES TRADING LLC,Glass Jar For Origin Kitchen,,,,,26
ARCH ACRYLIC NOVELTIES TRADING LLC,HASHI- VEGETABLE CUTTER,,,,,26
ARCH ACRYLIC NOVELTIES TRADING LLC,HSK - HP SF - LAUNDRY TRAY,,,,,26
ARCH ACRYLIC NOVELTIES TRADING LLC,HSK - HP SF - LAUNDRY TRAY,,,,,26
ARCH ACRYLIC NOVELTIES TRADING LLC,HSK - HP SF - LEATHER ITEMS,,,,,26
ARCH ACRYLIC NOVELTIES TRADING LLC,HSK - HTL - GST ROOM LEATHER ITEMS,,,,,26
ARCH ACRYLIC NOVELTIES TRADING LLC,MEDITERRANEO- ACRYLIC ELEVATION,,,,,26
ARCH ACRYLIC NOVELTIES TRADING LLC,NATYRAL STONE Bowl,,,,,26
ARCH ACRYLIC NOVELTIES TRADING LLC,Non Stick Pan For Origin,,,,,26
ARCH ACRYLIC NOVELTIES TRADING LLC,PCH- Acrylic Sign,,,,,26
ARCH ACRYLIC NOVELTIES TRADING LLC,Styrofoam Items for Charismas Branch,,,,,26
ARCH ACRYLIC NOVELTIES TRADING LLC,Thiptara Menu holder NYE,,,,,26
ARCH ACRYLIC NOVELTIES TRADING LLC,Tissue Box for FO- ARCH ACRYLIC NOVELTIES TRADING LLC,,,,,26
ARCH ACRYLIC NOVELTIES TRADING LLC,VBH-Cafeteria Cutleries,,,,,26
ARCH ACRYLIC NOVELTIES TRADING LLC,White acrylic with polish and smooth edges for pastry,,,,,26
FARNEK SERVICES,2411 - Toilet seat Cover replacement,,,,,24
FARNEK SERVICES,2912 - Call out Charge for Washing Machine Inspection,,,,,24
FARNEK SERVICES,3404 - Call Out Charges DEC 24,,,,,24
FARNEK SERVICES,3404 - Mold inspection,,,,,24
FARNEK SERVICES,3911 - Call out charges (damaged silicone),,,,,24
FARNEK SERVICES,3911 - HNG600-RM-841481,,,,,24
FARNEK SERVICES,4704 - Call out charges,,,,,24
FARNEK SERVICES,5001 - EHGSP00647-RM-840267,,,,,24
FARNEK SERVICES,5001 - EHGSP00647-RM-842581,,,,,24
FARNEK SERVICES,Additional Female Cleaner for Eid Al Etihad - Dubai Fountain,,,,,24
FARNEK SERVICES,Additional Female Cleaner for New Year 2025- Dubai Fountain,,,,,24
FARNEK SERVICES,AMC 2024 Casual Staff For Hotel DEC 24,,,,,24
FARNEK SERVICES,EPS - Supply and Installation of energy meter for ATT Ice maker Machines at level 123 Kitchen | End User: Genelyn Canson - 04 888 8837,,,,,24
FARNEK SERVICES,Manpower Dec2024 (will be deducting from Owner's HP Revenue,,,,,24
FARNEK SERVICES,NYE25 - BK - Wall Opening and closing for NYE Lighting Works,,,,,24
FARNEK SERVICES,Operator license for the scissor lift,,,,,24
FARNEK SERVICES,Supply and installation of Water flow meter at Burj Park,,,,,24
FARNEK SERVICES,TBC | Maintenance services | January 2025,,,,,24
FARNEK SERVICES,"TMD-AMC -TMD MEP Service for The Montgomerie - Golf Club - 01-Mar24 to 31-Dec 24 at The Montgomerie Golf LLC |end user - Binoji Scariah, bscariah@emaar.ae Contact - 0543058031",,,,,24
FARNEK SERVICES,Various Maintenance Works in Residence 1806,,,,,24
M.H.ENTERPRISES L.L.C,breakfast tea,,,,,14
M.H.ENTERPRISES L.L.C,Chocolate Powder,,,,,14
M.H.ENTERPRISES L.L.C,DMM-Management Office - Supply and delivery of Kitchen Supplies,,,,,14
M.H.ENTERPRISES L.L.C,Emaar Entertainment Security and HSE - Pantry Supplies for Office,,,,,14
M.H.ENTERPRISES L.L.C,Emaar Entertainment Security and HSE Office - Pantry Supplies,,,,,14
M.H.ENTERPRISES L.L.C,ESG Pantry Supplies,,,,,14
M.H.ENTERPRISES L.L.C,F&B item for NYE25,,,,,14
M.H.ENTERPRISES L.L.C,F&B Items for NYE25,,,,,14
M.H.ENTERPRISES L.L.C,F&B Items for NYE25,,,,,14
M.H.ENTERPRISES L.L.C,F&B Items for NYE25,,,,,14
M.H.ENTERPRISES L.L.C,HK-Nespresso Coffee,,,,,14
M.H.ENTERPRISES L.L.C,HK-Nespresso Coffee,,,,,14
M.H.ENTERPRISES L.L.C,HK-Nespresso Coffee,,,,,14
M.H.ENTERPRISES L.L.C,HK-Nespresso Coffee,,,,,14
M.H.ENTERPRISES L.L.C,HK-Nespresso Coffee,,,,,14
M.H.ENTERPRISES L.L.C,HK-Nespresso Coffee,,,,,14
M.H.ENTERPRISES L.L.C,HSK - HTL - NESCAFE,,,,,14
M.H.ENTERPRISES L.L.C,Kitchen Amenities in Vida Residence Downtown,,,,,14
M.H.ENTERPRISES L.L.C,Kitchen Products| M.H ENTERPRISES LLC,,,,,14
M.H.ENTERPRISES L.L.C,Kitchen Supplies in Vida Residence Downtown,,,,,14
M.H.ENTERPRISES L.L.C,Lacnor Mix fruit juice for L148,,,,,14
M.H.ENTERPRISES L.L.C,M.H. Enterprises - June 2024,,,,,14
M.H.ENTERPRISES L.L.C,nescafe redmug sticks,,,,,14
M.H.ENTERPRISES L.L.C,Pantry items for Central Finance Gold and Diamond Park Bldg 3 Level 1 office No 3115,,,,,14
M.H.ENTERPRISES L.L.C,Pantry items for Central Finance Gold and Diamond Park Bldg No 3 Level 1 office No 3115,,,,,14
M.H.ENTERPRISES L.L.C,Pantry items for CHC and back-office department,,,,,14
M.H.ENTERPRISES L.L.C,Pantry items for IT Department - Emaar Business Park 3. (Rates based on Main Contract) till Jan 2025.  Contact : Delicia - Mob: 050 7644030,,,,,14
M.H.ENTERPRISES L.L.C,Pantry items for Signature department,,,,,14
M.H.ENTERPRISES L.L.C,Pantry Supplies - December 2024,,,,,14
M.H.ENTERPRISES L.L.C,QCSE Pantry Items Request - December 2024,,,,,14
M.H.ENTERPRISES L.L.C,Red Bull Blue Edition 250 ml(1 x 24 x 250ml)- UC including Excise tax,,,,,14
M.H.ENTERPRISES L.L.C,Red Bull Regular 250 ml (1 x 24 x 250ml)- UC including Excise tax,,,,,14
M.H.ENTERPRISES L.L.C,Supply of MH chocolates for RC DMM and SPRINGS. Contact Shyba 044491916,,,,,14
M.H.ENTERPRISES L.L.C,Supply of MH Chocolates for RC TDM. Contact Lyka 044491942,,,,,14
M.H.ENTERPRISES L.L.C,Supply of MH Food items for RC TDM. Contact Lyka 044491942,,,,,14
M.H.ENTERPRISES L.L.C,Supply of MH Food items for RC TDM. Contact Lyka 044491942,,,,,14
M.H.ENTERPRISES L.L.C,Supply of MH Food items for RC TDM. Contact Lyka 044491942,,,,,14
M.H.ENTERPRISES L.L.C,Supply of MH Food items for RC TDM. Contact Lyka 044491942,,,,,14
M.H.ENTERPRISES L.L.C,TBC | demi glace and ginger tea,,,,,14
M.H.ENTERPRISES L.L.C,TBC | Straws,,,,,14
M.H.ENTERPRISES L.L.C,"TDM - OPERATIONS - PANTRY SUPPLIES - DEC 2024 Sugar, Lipton Tea Bag, Nescafe Coffee",,,,,14
M.H.ENTERPRISES L.L.C,tea bags,,,,,14
ANNET TECHNOLOGIES MIDDLE EAST,Extension of Support resource services of (Onsite) Yardi Functional Resources- Kiran Jadhav for Q4 & Kannan Parthasarathy (LWD 25 Oct 2024).,,,,,16
SERVEU,Creek Beach Removal and existing potted Olive trees and transplanting into ground,,,,,7
SERVEU,DUBAI OPERA : Disposal Fee for Green Waste Management From 01 Jan 2024 to 30 Sept 2024,,,,,7
SERVEU,ELE-086-2024 Rectification of MS issue Removal of Plants & Supply of Plantation in Planter Pots due to fused lights in Dubai Mall,,,,,7
SERVEU,FB24- POT HOTEL 100% Planting flowering plants in the plante,,,,,7
SERVEU,Supply & plantation for olive trees at Fountain views,,,,,7
SERVEU,Supply of MIXED SEASONAL FLOWERS FOR DUBAI MALL - PROMENADE AREA,,,,,7
LEGACY SMART EMPLOYMENT SERVICES,Deployment of (1) Engineer (Thanesh Shetty) in Alteration Operations-Emaar Community Management from 05-Dec-2024 to 04-Dec-2025.  End User Satya Mantra  +971-4-3673869,,,,,2
MANAR ALMADINA EVENTS MANAGING EST,ADD CASUAL MAE FOR THE MONTH OF JANUARY,,,,,11
MANAR ALMADINA EVENTS MANAGING EST,Casual December,,,,,11
MANAR ALMADINA EVENTS MANAGING EST,DECEMBER 2024 - LOBBY LOUNGE - 2*11*31,,,,,11
MANAR ALMADINA EVENTS MANAGING EST,DECEMBER 2024 - POOL BAR CASUAL - 2 * 11 *31,,,,,11
MANAR ALMADINA EVENTS MANAGING EST,December 2024 - Restaurant Culinary - 3*11*31,,,,,11
MANAR ALMADINA EVENTS MANAGING EST,DECEMBER 2024 - ROOM SERVICE CASUAL -1*11*31,,,,,11
MANAR ALMADINA EVENTS MANAGING EST,DECEMBER 2024 - SALIA CASUAL for NYE - 14*11*1,,,,,11
MANAR ALMADINA EVENTS MANAGING EST,DECEMBER 2024 - THE RESTAURANT CASUAL 2*11*31,,,,,11
MANAR ALMADINA EVENTS MANAGING EST,KITCHEN HELPER DECEMBER,,,,,11
MANAR ALMADINA EVENTS MANAGING EST,KITCHEN HELPER FOR OPERA,,,,,11
MANAR ALMADINA EVENTS MANAGING EST,Kitchen Helper November 2024,,,,,11
MANAR ALMADINA EVENTS MANAGING EST,KITCHEN HELPER NOV-END,,,,,11
MANAR ALMADINA EVENTS MANAGING EST,MAE CASUAL DECK TOO FOR F&B JANUARY,,,,,11
MANAR ALMADINA EVENTS MANAGING EST,Manar Al Madina Chefs,,,,,11
MANAR ALMADINA EVENTS MANAGING EST,MIRAGE & APC CASUALS,,,,,11
MANAR ALMADINA EVENTS MANAGING EST,NOVEMBER 2024 - RESTAURANT KITCHEN CASUAL 3*11*31,,,,,11
Flashy Technologies FZ-LLC,Festive Lifestyle Photography 2024,,,,,13
Flashy Technologies FZ-LLC,Festive Photography Shooting Props - 2024,,,,,13
Flashy Technologies FZ-LLC,Festive Photoshoot (Flashy),,,,,13
Flashy Technologies FZ-LLC,NYE photography,,,,,13
Flashy Technologies FZ-LLC,Project name: NYE photoography  QOU 5273,,,,,13
Flashy Technologies FZ-LLC,"Project name: Singin' in the Rain Opening night x1 Photographer on-site Date: 30th Nov 2024 On site from 6:40 pm to 10pm (includes briefing , performance coverage)",,,,,13
Flashy Technologies FZ-LLC,Project name: The Kingdom Choir QOU:5319,,,,,13
Flashy Technologies FZ-LLC,Project name: The Nutcracker QOU:5318,,,,,13
Flashy Technologies FZ-LLC,Project name: The Nutcracker Video gharaphy  QOU:5378,,,,,13
Flashy Technologies FZ-LLC,Reel Cinemas - National Day Video Coverage,,,,,13
Flashy Technologies FZ-LLC,Singin' in the Rain Opening night - BURJ  PROJECTION 29th Nov 2024 On site from 8pm to 10pm,,,,,13
Flashy Technologies FZ-LLC,ZETA New Brunch Video,,,,,13
SUPER GENERAL COMPANY,Washing Machine  Fridge  Split AC-CAPEX 2024,,,,,32
SUPER GENERAL COMPANY,Washing Machine 7kg Front Load -Super General,,,,,32
MEDICAL PLUS EQ TRADING,Portable Wireless Digital X-ray Machine,,,,,18
MEDICAL PLUS EQ TRADING,Rental charges for x-ray machine,,,,,18
MEDICAL PLUS EQ TRADING,Repair Shipment of existing X-Ray Machine,,,,,18
TARGET REIGN TECHNICAL SERVICES LLC,Supply and Installation of metal cages for storage area in Burj Vista End user Marwan M M AbuZaid M 971506809699,,,,,46
TARGET REIGN TECHNICAL SERVICES LLC,Supply Installation of Chain link fence Football Goal Post with nets at Meadows 02 Street 02 Football Court Contact Mudashar 0525770609,,,,,46
TARGET REIGN TECHNICAL SERVICES LLC,Water proofing injection for Emaar Square Phase 1 and Phase 2 P1 parking End user Issa Abdulrahim Youssef Mohamad M 971557782288,,,,,46
C PLUS M GENERAL TRADING LLC,Capex 2024 - Spa and Recreation,,,,,5
C PLUS M GENERAL TRADING LLC,CAPEX 2024- Hotel lobby chair & sofa  Fabric,,,,,5
C PLUS M GENERAL TRADING LLC,FB24 ACH-R&M Hotel 100% Sofa re-upholstery,,,,,5
C PLUS M GENERAL TRADING LLC,PA Sheer Curtain Fabric - Capex-2024,,,,,5
DATA SEMANTICS,2024 AMC of existing Chatbot for WHATSAPP BOT & ASMA BOT from Oct to Dec 2024.,,,,,6
WANHAR CONTRACTING,Supply and installation of new planter Box Tiles at Al Majara,,,,,44
JALILA CHOCOLATES,Chocolate Box for Leaders (Jalila),,,,,7
JALILA CHOCOLATES,Dates for Coffee Man,,,,,7
JALILA CHOCOLATES,Festive Hamper (Jalila),,,,,7
JALILA CHOCOLATES,Festive Hamper for Chairman's Office 2024,,,,,7
JALILA CHOCOLATES,Festive Hampers,,,,,7
JALILA CHOCOLATES,Festive Hampers 2024,,,,,7
JALILA CHOCOLATES,Jalila Chocolates Invoices,,,,,7
JALILA CHOCOLATES,New year Bag,,,,,7
JALILA CHOCOLATES,NYE Amenities 2024 placing guest rooms Festive Amenity,,,,,7
JALILA CHOCOLATES,Supply of Chocolate for hotel Turn down service,,,,,7
JALILA CHOCOLATES,TDM-OPERATIONS-SUPPLY OF DATES FOR FAE ENTRANCE,,,,,7
JALILA CHOCOLATES,TDM-OPERATIONS-SUPPLY OF DATES FOR FAE ENTRANCE Dec 15 - Dec 30,,,,,6
JALILA CHOCOLATES,THR - Festive Hampers Delivery Charges,,,,,7
TOPCO FURNITURE,Antifatigue mats for FD,,,,,34
TOPCO FURNITURE,Christmas tree for Guest rooms and request,,,,,34
TOPCO FURNITURE,FB24- ASV HOTEL 100% V-18431-026 Quix club cupboard door sup,,,,,34
TOPCO FURNITURE,FB24- POT HOTEL 100% MS point – thiptara door entrance paint,,,,,34
TOPCO FURNITURE,FB24-VHP-Courtyard blue table re-painting works,,,,,34
TOPCO FURNITURE,FO - Anti Fatigue Mats,,,,,34
TOPCO FURNITURE,GM ADDL-VHD Wooden tables sanding and polishing work-36 Nos,,,,,34
TOPCO FURNITURE,Hotel BBG Restaurant cutting wave design forested sticker,,,,,34
TOPCO FURNITURE,Hotel H/K Sunbed Cushion cover,,,,,34
TOPCO FURNITURE,HSK - HTL - BALCONY FURNITURE  WATER PROOFING,,,,,34
TOPCO FURNITURE,HSK - HTL - MATTRESS PROTECTOR,,,,,34
TOPCO FURNITURE,HSK - HTL - MATTRESS PROTECTOR,,,,,34
TOPCO FURNITURE,HSK - HTL - MATTRESS PROTECTOR,,,,,34
TOPCO FURNITURE,HSK-RES-APT 4108 BALCONY CHAIR UPHOLSTERY,,,,,34
TOPCO FURNITURE,INSURANCE CLAIM- RFH 100%  DOL 16 April 2024 - Crawford Ref.,,,,,34
TOPCO FURNITURE,ONE OFF JOB-RBL- 100% MS - Point V-18685-018 -Wallpaper repl,,,,,34
TOPCO FURNITURE,ONE OFF JOB-RML- RES 100% Various Civil jobs in our 100% res,,,,,34
TOPCO FURNITURE,OWNER's PO-Repairing of kitchen cabinet door hinges  ( Above the Dish Washer)-APT#T1-506-Address Sky Views (MRW-3730014) Ref:- TF/4903/24,,,,,34
TOPCO FURNITURE,OWNER's PO-Repairing of master bedroom wardrobe door railings-APT#T1-506-Address Sky Views (MRW-3730021) Ref:- TF/4903/24,,,,,34
TOPCO FURNITURE,OWNER's PO-Replacement of metal key for first bedroom door cylinder-APT#T1-506-Address Sky Views (MRW-3730036) Ref:- TF/4903/24,,,,,34
TOPCO FURNITURE,OWNER's PO-Replacement of metal key for living area balcony door cylinder-APT#T1-506-Address Sky Views (MRW-3730027) Ref:- TF/4903/24,,,,,34
TOPCO FURNITURE,OWNER's PO-Repolishing of master bedroom TV console-APT#T1-506-Address Sky Views (MRW-3730011) Ref:- TF/4903/24,,,,,34
TOPCO FURNITURE,OWNER's PO-Repolishing of wooden bench-APT#T1-506-Address Sky Views (MRW-3730008) Ref:- TF/4903/24,,,,,34
TOPCO FURNITURE,"OWNER's PO-Supply, making and installation of sheer curtain with fabric for living room-APT#T1-506-Address Sky Views (MRW-3730006) Ref:- TF/4903/24",,,,,34
TOPCO FURNITURE,Repairing of cushion cover and new 40 kg hard foam.,,,,,34
TOPCO FURNITURE,Repairing of cushion cover and new 40 kg hard foam.,,,,,34
TOPCO FURNITURE,Residence Luggage Trolley Cover Repair,,,,,34
TOPCO FURNITURE,Room service trolley top cloth.,,,,,34
TOPCO FURNITURE,Signage,,,,,34
TOPCO FURNITURE,Supply of black stone for hotel lobby plant pot,,,,,34
TOPCO FURNITURE,Supply of chair for flower room,,,,,34
TOPCO FURNITURE,Supply of chair re-upholstery & restoration for hotel PA,,,,,34
TOPCO FURNITURE,Supply of iron table board cover-for laundry,,,,,34
TOPCO FURNITURE,Supply of linen bag for hotel rooms,,,,,34
TOPCO FURNITURE,Supply of linen rack for linen room,,,,,34
TOPCO FURNITURE,Supply of Re-upholstery of Arm Chair with Fabric-hotel PA,,,,,34
TOPCO FURNITURE,Supply of sofa re-upholstery for hotel room,,,,,34
TOPCO FURNITURE,UPHOLESTORY CHAIRS,,,,,34
TOPCO FURNITURE,velcro supply - topco,,,,,34
SAIONICS MIDDLE EAST FZE,Supply and Delivery of ABS Sulzer Pumps for WEDA Machines,,,,,16
SAIONICS MIDDLE EAST FZE,Supply and delivery of Remote control set and adaptor for Lake Cleaning Machine,,,,,16
SAIONICS MIDDLE EAST FZE,Supply and Delivery of Spare parts for Lake cleaning machine remote,,,,,16
AROUND CONTINENTS WASTE COLLECTION ( BR OF MOHD ABDULLA HAJI YOUSUF KHOORY & CO LLC),AMC - DHG Waste removal Additional fee from DM OCT24,,,,,10
AROUND CONTINENTS WASTE COLLECTION ( BR OF MOHD ABDULLA HAJI YOUSUF KHOORY & CO LLC),AMC_RDO_MF Waste Collection DM Fees from 01-Oct-2024 to 31-O,,,,,10
AROUND CONTINENTS WASTE COLLECTION ( BR OF MOHD ABDULLA HAJI YOUSUF KHOORY & CO LLC),AMC-ARG Waste removal Additional fee from DM OCT24,,,,,10
AROUND CONTINENTS WASTE COLLECTION ( BR OF MOHD ABDULLA HAJI YOUSUF KHOORY & CO LLC),AMC-HYA Waste removal Additional fee from DM NOV24,,,,,10
AROUND CONTINENTS WASTE COLLECTION ( BR OF MOHD ABDULLA HAJI YOUSUF KHOORY & CO LLC),AMC-HYA Waste removal Additional fee from DM OCT24,,,,,10
AROUND CONTINENTS WASTE COLLECTION ( BR OF MOHD ABDULLA HAJI YOUSUF KHOORY & CO LLC),AMC-VHP Waste removal Additional fee from DM OCT24,,,,,10
AROUND CONTINENTS WASTE COLLECTION ( BR OF MOHD ABDULLA HAJI YOUSUF KHOORY & CO LLC),DM Fee-November -1.1& 2.5CBM,,,,,10
AROUND CONTINENTS WASTE COLLECTION ( BR OF MOHD ABDULLA HAJI YOUSUF KHOORY & CO LLC),Green Arabia Waste removal,,,,,10
AROUND CONTINENTS WASTE COLLECTION ( BR OF MOHD ABDULLA HAJI YOUSUF KHOORY & CO LLC),Waste Collection Services - November 2024,,,,,10
AROUND CONTINENTS WASTE COLLECTION ( BR OF MOHD ABDULLA HAJI YOUSUF KHOORY & CO LLC),Waste management Nov -Ladfill fee,,,,,10
DIGITAL OFFICE,Exclusive after party -0629,,,,,30
DIGITAL OFFICE,"Extra louge card, Flyer umbrellas a red color -0613-115419",,,,,30
DIGITAL OFFICE,Flyer -0588-114418,,,,,30
DIGITAL OFFICE,Flyer -0607-115299,,,,,30
DIGITAL OFFICE,Jazz card -0575-113648,,,,,30
DIGITAL OFFICE,Moana 2 Photo Booth,,,,,30
DIGITAL OFFICE,Poster -0606,,,,,30
DIGITAL OFFICE,Poster -112141-0535,,,,,30
DIGITAL OFFICE,Poster-0536-112143,,,,,30
DIGITAL OFFICE,Printing custom size -0535-112142,,,,,30
DIGITAL OFFICE,RC TDM - Acrylic letter cutout - Plague - Contact: Noura,,,,,30
DIGITAL OFFICE,RC TDM - Baby John Branding - Contact: Noura,,,,,30
DIGITAL OFFICE,RC TDM - Barroz Media wall for prescon - Contact: Noura,,,,,30
DIGITAL OFFICE,RC TDM - Branding - Baby John - Contact: Noura,,,,,30
DIGITAL OFFICE,RC TDM - Branding - KRAVEN - Contact: Noura,,,,,30
DIGITAL OFFICE,RC TDM - Branding - Pushpa - Contact: Noura,,,,,30
DIGITAL OFFICE,RC TDM - Campaign branding - Hello Love Again - Contact: Noura,,,,,30
DIGITAL OFFICE,RC TDM - Campaign branding - HERE l KRAVEN - Contact: Noura,,,,,30
DIGITAL OFFICE,RC TDM - Campaign branding - Moana - Contact: Noura,,,,,30
DIGITAL OFFICE,RC TDM - El Hana Branding - Contact: Noura,,,,,30
DIGITAL OFFICE,RC TDM - Mufasa Branding - Contact: Noura,,,,,30
DIGITAL OFFICE,RC TDM - Mufasa Lightbox - Contact: Noura,,,,,30
DIGITAL OFFICE,RC TDM - Red Carpet - Hello Love Again - Contact: Noura,,,,,30
DIGITAL OFFICE,RC TDM - Shifting and reinstallation of Moana booth - Contact: Noura,,,,,30
DIGITAL OFFICE,RC TDM - Shifting and reinstallation of Wicked photo wall - Contact: Noura,,,,,30
DIGITAL OFFICE,RC TSS - Moana booklet - Contact: Noura,,,,,30
DIGITAL OFFICE,RC TSS - Mufasa booklet - Contact: Noura,,,,,30
DIGITAL OFFICE,Sticker Plotter Cut-out-0632,,,,,30
DIGITAL OFFICE,VIP Louge card -0651-115501,,,,,30
DIGITAL OFFICE,wall repaint and joint fixing Sticker Plotter Cut-out,,,,,30
The Rising Dreams Event Management LLC,"360 Video Booth • Event Date: December 31, 2024 • Create 360 video with event logo or watermark, background music, slow motion • auto editing and transfer video instant. • Professional photo booth attendants • Delivery & Set-up",,,,,6
The Rising Dreams Event Management LLC,Casual Staff | TRD-DO-00077,,,,,11
The Rising Dreams Event Management LLC,Casual Staff | TRD-DO-00079,,,,,11
The Rising Dreams Event Management LLC,Casual Staff | TRD-DO-00081,,,,,11
The Rising Dreams Event Management LLC,F&B Casual Staff -Barback-monthly Basis | November-2024  TRD-DO-00080,,,,,11
The Rising Dreams Event Management LLC,Office Boy salary for duration 20th NOV -19th DEC 2024,,,,,6
MEANS DESIGN,Brand Pack - Emaar Dubai South,,,,,7
MEANS DESIGN,Design Agency January 2025,,,,,7
MEANS DESIGN,Design Agency January 2025,,,,,7
MEANS DESIGN,"Social Media strategy – Nov 18, 2024 to Dec 01, 2024",,,,,6
