normalize_supplier_name,invoice_description,CategoryLevel1,CategoryLevel2,CategoryLevel3,CategoryLevel4,Cluster
M.H.ENTERPRISES L.L.C,Pantry items for Central Finance Gold and Diamond Park Bldg No 3 Level 1 office No 3115,,,,,110
M.H.ENTERPRISES L.L.C,Pantry items for CHC and back-office department,,,,,315
M.H.ENTERPRISES L.L.C,Pantry items for IT Department - Emaar Business Park 3. (Rates based on Main Contract) till Jan 2025.  Contact : Delicia - Mob: 050 7644030,,,,,315
M.H.ENTERPRISES L.L.C,Pantry items for Signature department,,,,,315
M.H.ENTERPRISES L.L.C,Pantry Supplies - December 2024,,,,,315
M.H.ENTERPRISES L.L.C,QCSE Pantry Items Request - December 2024,,,,,315
M.H.ENTERPRISES L.L.C,Red Bull Blue Edition 250 ml(1 x 24 x 250ml)- UC including Excise tax,,,,,315
M.H.ENTERPRISES L.L.C,Red Bull Regular 250 ml (1 x 24 x 250ml)- UC including Excise tax,,,,,315
M.H.ENTERPRISES L.L.C,Supply of MH chocolates for RC DMM and SPRINGS. Contact Shyba 044491916,,,,,315
M.H.ENTERPRISES L.L.C,Supply of MH Chocolates for RC TDM. Contact Lyka 044491942,,,,,39
M.H.ENTERPRISES L.L.C,Supply of MH Food items for RC TDM. Contact Lyka 044491942,,,,,39
M.H.ENTERPRISES L.L.C,Supply of MH Food items for RC TDM. Contact Lyka 044491942,,,,,39
M.H.ENTERPRISES L.L.C,Supply of MH Food items for RC TDM. Contact Lyka 044491942,,,,,39
M.H.ENTERPRISES L.L.C,Supply of MH Food items for RC TDM. Contact Lyka 044491942,,,,,39
M.H.ENTERPRISES L.L.C,TBC | demi glace and ginger tea,,,,,315
M.H.ENTERPRISES L.L.C,TBC | Straws,,,,,315
M.H.ENTERPRISES L.L.C,"TDM - OPERATIONS - PANTRY SUPPLIES - DEC 2024 Sugar, Lipton Tea Bag, Nescafe Coffee",,,,,315
M.H.ENTERPRISES L.L.C,tea bags,,,,,315
ANNET TECHNOLOGIES MIDDLE EAST,Extension of Support resource services of (Onsite) Yardi Functional Resources- Kiran Jadhav for Q4 & Kannan Parthasarathy (LWD 25 Oct 2024).,,,,,451
SERVEU,Creek Beach Removal and existing potted Olive trees and transplanting into ground,,,,,12
SERVEU,DUBAI OPERA : Disposal Fee for Green Waste Management From 01 Jan 2024 to 30 Sept 2024,,,,,12
SERVEU,ELE-086-2024 Rectification of MS issue Removal of Plants & Supply of Plantation in Planter Pots due to fused lights in Dubai Mall,,,,,12
SERVEU,FB24- POT HOTEL 100% Planting flowering plants in the plante,,,,,7
SERVEU,Supply & plantation for olive trees at Fountain views,,,,,12
SERVEU,Supply of MIXED SEASONAL FLOWERS FOR DUBAI MALL - PROMENADE AREA,,,,,12
LEGACY SMART EMPLOYMENT SERVICES,Deployment of (1) Engineer (Thanesh Shetty) in Alteration Operations-Emaar Community Management from 05-Dec-2024 to 04-Dec-2025.  End User Satya Mantra  +971-4-3673869,,,,,102
MANAR ALMADINA EVENTS MANAGING EST,ADD CASUAL MAE FOR THE MONTH OF JANUARY,,,,,318
MANAR ALMADINA EVENTS MANAGING EST,Casual December,,,,,47
MANAR ALMADINA EVENTS MANAGING EST,DECEMBER 2024 - LOBBY LOUNGE - 2*11*31,,,,,247
MANAR ALMADINA EVENTS MANAGING EST,DECEMBER 2024 - POOL BAR CASUAL - 2 * 11 *31,,,,,247
MANAR ALMADINA EVENTS MANAGING EST,December 2024 - Restaurant Culinary - 3*11*31,,,,,247
MANAR ALMADINA EVENTS MANAGING EST,DECEMBER 2024 - ROOM SERVICE CASUAL -1*11*31,,,,,247
MANAR ALMADINA EVENTS MANAGING EST,DECEMBER 2024 - SALIA CASUAL for NYE - 14*11*1,,,,,247
MANAR ALMADINA EVENTS MANAGING EST,DECEMBER 2024 - THE RESTAURANT CASUAL 2*11*31,,,,,247
MANAR ALMADINA EVENTS MANAGING EST,KITCHEN HELPER DECEMBER,,,,,212
MANAR ALMADINA EVENTS MANAGING EST,KITCHEN HELPER FOR OPERA,,,,,212
MANAR ALMADINA EVENTS MANAGING EST,Kitchen Helper November 2024,,,,,212
MANAR ALMADINA EVENTS MANAGING EST,KITCHEN HELPER NOV-END,,,,,212
MANAR ALMADINA EVENTS MANAGING EST,MAE CASUAL DECK TOO FOR F&B JANUARY,,,,,318
MANAR ALMADINA EVENTS MANAGING EST,Manar Al Madina Chefs,,,,,318
MANAR ALMADINA EVENTS MANAGING EST,MIRAGE & APC CASUALS,,,,,46
MANAR ALMADINA EVENTS MANAGING EST,NOVEMBER 2024 - RESTAURANT KITCHEN CASUAL 3*11*31,,,,,247
Flashy Technologies FZ-LLC,Festive Lifestyle Photography 2024,,,,,182
Flashy Technologies FZ-LLC,Festive Photography Shooting Props - 2024,,,,,182
Flashy Technologies FZ-LLC,Festive Photoshoot (Flashy),,,,,182
Flashy Technologies FZ-LLC,NYE photography,,,,,182
Flashy Technologies FZ-LLC,Project name: NYE photoography  QOU 5273,,,,,260
Flashy Technologies FZ-LLC,"Project name: Singin' in the Rain Opening night x1 Photographer on-site Date: 30th Nov 2024 On site from 6:40 pm to 10pm (includes briefing , performance coverage)",,,,,260
Flashy Technologies FZ-LLC,Project name: The Kingdom Choir QOU:5319,,,,,260
Flashy Technologies FZ-LLC,Project name: The Nutcracker QOU:5318,,,,,260
Flashy Technologies FZ-LLC,Project name: The Nutcracker Video gharaphy  QOU:5378,,,,,260
Flashy Technologies FZ-LLC,Reel Cinemas - National Day Video Coverage,,,,,260
Flashy Technologies FZ-LLC,Singin' in the Rain Opening night - BURJ  PROJECTION 29th Nov 2024 On site from 8pm to 10pm,,,,,182
Flashy Technologies FZ-LLC,ZETA New Brunch Video,,,,,353
SUPER GENERAL COMPANY,Washing Machine  Fridge  Split AC-CAPEX 2024,,,,,312
SUPER GENERAL COMPANY,Washing Machine 7kg Front Load -Super General,,,,,312
MEDICAL PLUS EQ TRADING,Portable Wireless Digital X-ray Machine,,,,,21
MEDICAL PLUS EQ TRADING,Rental charges for x-ray machine,,,,,21
MEDICAL PLUS EQ TRADING,Repair Shipment of existing X-Ray Machine,,,,,21
TARGET REIGN TECHNICAL SERVICES LLC,Supply and Installation of metal cages for storage area in Burj Vista End user Marwan M M AbuZaid M 971506809699,,,,,413
TARGET REIGN TECHNICAL SERVICES LLC,Supply Installation of Chain link fence Football Goal Post with nets at Meadows 02 Street 02 Football Court Contact Mudashar 0525770609,,,,,413
TARGET REIGN TECHNICAL SERVICES LLC,Water proofing injection for Emaar Square Phase 1 and Phase 2 P1 parking End user Issa Abdulrahim Youssef Mohamad M 971557782288,,,,,413
C PLUS M GENERAL TRADING LLC,Capex 2024 - Spa and Recreation,,,,,387
C PLUS M GENERAL TRADING LLC,CAPEX 2024- Hotel lobby chair & sofa  Fabric,,,,,387
C PLUS M GENERAL TRADING LLC,FB24 ACH-R&M Hotel 100% Sofa re-upholstery,,,,,387
C PLUS M GENERAL TRADING LLC,PA Sheer Curtain Fabric - Capex-2024,,,,,327
DATA SEMANTICS,2024 AMC of existing Chatbot for WHATSAPP BOT & ASMA BOT from Oct to Dec 2024.,,,,,499
WANHAR CONTRACTING,Supply and installation of new planter Box Tiles at Al Majara,,,,,475
JALILA CHOCOLATES,Chocolate Box for Leaders (Jalila),,,,,12
JALILA CHOCOLATES,Dates for Coffee Man,,,,,12
JALILA CHOCOLATES,Festive Hamper (Jalila),,,,,310
JALILA CHOCOLATES,Festive Hamper for Chairman's Office 2024,,,,,310
JALILA CHOCOLATES,Festive Hampers,,,,,310
JALILA CHOCOLATES,Festive Hampers 2024,,,,,310
JALILA CHOCOLATES,Jalila Chocolates Invoices,,,,,12
JALILA CHOCOLATES,New year Bag,,,,,40
JALILA CHOCOLATES,NYE Amenities 2024 placing guest rooms Festive Amenity,,,,,310
JALILA CHOCOLATES,Supply of Chocolate for hotel Turn down service,,,,,12
JALILA CHOCOLATES,TDM-OPERATIONS-SUPPLY OF DATES FOR FAE ENTRANCE,,,,,172
JALILA CHOCOLATES,TDM-OPERATIONS-SUPPLY OF DATES FOR FAE ENTRANCE Dec 15 - Dec 30,,,,,499
JALILA CHOCOLATES,THR - Festive Hampers Delivery Charges,,,,,310
TOPCO FURNITURE,Antifatigue mats for FD,,,,,238
TOPCO FURNITURE,Christmas tree for Guest rooms and request,,,,,238
TOPCO FURNITURE,FB24- ASV HOTEL 100% V-18431-026 Quix club cupboard door sup,,,,,238
TOPCO FURNITURE,FB24- POT HOTEL 100% MS point – thiptara door entrance paint,,,,,238
TOPCO FURNITURE,FB24-VHP-Courtyard blue table re-painting works,,,,,238
TOPCO FURNITURE,FO - Anti Fatigue Mats,,,,,238
TOPCO FURNITURE,GM ADDL-VHD Wooden tables sanding and polishing work-36 Nos,,,,,238
TOPCO FURNITURE,Hotel BBG Restaurant cutting wave design forested sticker,,,,,238
TOPCO FURNITURE,Hotel H/K Sunbed Cushion cover,,,,,238
TOPCO FURNITURE,HSK - HTL - BALCONY FURNITURE  WATER PROOFING,,,,,238
TOPCO FURNITURE,HSK - HTL - MATTRESS PROTECTOR,,,,,238
TOPCO FURNITURE,HSK - HTL - MATTRESS PROTECTOR,,,,,238
TOPCO FURNITURE,HSK - HTL - MATTRESS PROTECTOR,,,,,238
TOPCO FURNITURE,HSK-RES-APT 4108 BALCONY CHAIR UPHOLSTERY,,,,,59
TOPCO FURNITURE,INSURANCE CLAIM- RFH 100%  DOL 16 April 2024 - Crawford Ref.,,,,,238
TOPCO FURNITURE,ONE OFF JOB-RBL- 100% MS - Point V-18685-018 -Wallpaper repl,,,,,238
TOPCO FURNITURE,ONE OFF JOB-RML- RES 100% Various Civil jobs in our 100% res,,,,,238
TOPCO FURNITURE,OWNER's PO-Repairing of kitchen cabinet door hinges  ( Above the Dish Washer)-APT#T1-506-Address Sky Views (MRW-3730014) Ref:- TF/4903/24,,,,,65
TOPCO FURNITURE,OWNER's PO-Repairing of master bedroom wardrobe door railings-APT#T1-506-Address Sky Views (MRW-3730021) Ref:- TF/4903/24,,,,,65
TOPCO FURNITURE,OWNER's PO-Replacement of metal key for first bedroom door cylinder-APT#T1-506-Address Sky Views (MRW-3730036) Ref:- TF/4903/24,,,,,65
TOPCO FURNITURE,OWNER's PO-Replacement of metal key for living area balcony door cylinder-APT#T1-506-Address Sky Views (MRW-3730027) Ref:- TF/4903/24,,,,,65
TOPCO FURNITURE,OWNER's PO-Repolishing of master bedroom TV console-APT#T1-506-Address Sky Views (MRW-3730011) Ref:- TF/4903/24,,,,,65
TOPCO FURNITURE,OWNER's PO-Repolishing of wooden bench-APT#T1-506-Address Sky Views (MRW-3730008) Ref:- TF/4903/24,,,,,65
TOPCO FURNITURE,"OWNER's PO-Supply, making and installation of sheer curtain with fabric for living room-APT#T1-506-Address Sky Views (MRW-3730006) Ref:- TF/4903/24",,,,,65
TOPCO FURNITURE,Repairing of cushion cover and new 40 kg hard foam.,,,,,238
TOPCO FURNITURE,Repairing of cushion cover and new 40 kg hard foam.,,,,,238
TOPCO FURNITURE,Residence Luggage Trolley Cover Repair,,,,,238
TOPCO FURNITURE,Room service trolley top cloth.,,,,,238
TOPCO FURNITURE,Signage,,,,,238
TOPCO FURNITURE,Supply of black stone for hotel lobby plant pot,,,,,238
TOPCO FURNITURE,Supply of chair for flower room,,,,,238
TOPCO FURNITURE,Supply of chair re-upholstery & restoration for hotel PA,,,,,238
TOPCO FURNITURE,Supply of iron table board cover-for laundry,,,,,238
TOPCO FURNITURE,Supply of linen bag for hotel rooms,,,,,234
TOPCO FURNITURE,Supply of linen rack for linen room,,,,,234
TOPCO FURNITURE,Supply of Re-upholstery of Arm Chair with Fabric-hotel PA,,,,,238
TOPCO FURNITURE,Supply of sofa re-upholstery for hotel room,,,,,238
TOPCO FURNITURE,UPHOLESTORY CHAIRS,,,,,238
TOPCO FURNITURE,velcro supply - topco,,,,,238
SAIONICS MIDDLE EAST FZE,Supply and Delivery of ABS Sulzer Pumps for WEDA Machines,,,,,485
SAIONICS MIDDLE EAST FZE,Supply and delivery of Remote control set and adaptor for Lake Cleaning Machine,,,,,485
SAIONICS MIDDLE EAST FZE,Supply and Delivery of Spare parts for Lake cleaning machine remote,,,,,485
AROUND CONTINENTS WASTE COLLECTION ( BR OF MOHD ABDULLA HAJI YOUSUF KHOORY & CO LLC),AMC - DHG Waste removal Additional fee from DM OCT24,,,,,276
AROUND CONTINENTS WASTE COLLECTION ( BR OF MOHD ABDULLA HAJI YOUSUF KHOORY & CO LLC),AMC_RDO_MF Waste Collection DM Fees from 01-Oct-2024 to 31-O,,,,,276
AROUND CONTINENTS WASTE COLLECTION ( BR OF MOHD ABDULLA HAJI YOUSUF KHOORY & CO LLC),AMC-ARG Waste removal Additional fee from DM OCT24,,,,,276
AROUND CONTINENTS WASTE COLLECTION ( BR OF MOHD ABDULLA HAJI YOUSUF KHOORY & CO LLC),AMC-HYA Waste removal Additional fee from DM NOV24,,,,,276
AROUND CONTINENTS WASTE COLLECTION ( BR OF MOHD ABDULLA HAJI YOUSUF KHOORY & CO LLC),AMC-HYA Waste removal Additional fee from DM OCT24,,,,,276
AROUND CONTINENTS WASTE COLLECTION ( BR OF MOHD ABDULLA HAJI YOUSUF KHOORY & CO LLC),AMC-VHP Waste removal Additional fee from DM OCT24,,,,,276
AROUND CONTINENTS WASTE COLLECTION ( BR OF MOHD ABDULLA HAJI YOUSUF KHOORY & CO LLC),DM Fee-November -1.1& 2.5CBM,,,,,19
AROUND CONTINENTS WASTE COLLECTION ( BR OF MOHD ABDULLA HAJI YOUSUF KHOORY & CO LLC),Green Arabia Waste removal,,,,,276
AROUND CONTINENTS WASTE COLLECTION ( BR OF MOHD ABDULLA HAJI YOUSUF KHOORY & CO LLC),Waste Collection Services - November 2024,,,,,276
AROUND CONTINENTS WASTE COLLECTION ( BR OF MOHD ABDULLA HAJI YOUSUF KHOORY & CO LLC),Waste management Nov -Ladfill fee,,,,,276
DIGITAL OFFICE,Exclusive after party -0629,,,,,296
DIGITAL OFFICE,"Extra louge card, Flyer umbrellas a red color -0613-115419",,,,,296
DIGITAL OFFICE,Flyer -0588-114418,,,,,296
DIGITAL OFFICE,Flyer -0607-115299,,,,,296
DIGITAL OFFICE,Jazz card -0575-113648,,,,,296
DIGITAL OFFICE,Moana 2 Photo Booth,,,,,296
DIGITAL OFFICE,Poster -0606,,,,,296
DIGITAL OFFICE,Poster -112141-0535,,,,,296
DIGITAL OFFICE,Poster-0536-112143,,,,,296
DIGITAL OFFICE,Printing custom size -0535-112142,,,,,296
DIGITAL OFFICE,RC TDM - Acrylic letter cutout - Plague - Contact: Noura,,,,,163
DIGITAL OFFICE,RC TDM - Baby John Branding - Contact: Noura,,,,,163
DIGITAL OFFICE,RC TDM - Barroz Media wall for prescon - Contact: Noura,,,,,163
DIGITAL OFFICE,RC TDM - Branding - Baby John - Contact: Noura,,,,,163
DIGITAL OFFICE,RC TDM - Branding - KRAVEN - Contact: Noura,,,,,163
DIGITAL OFFICE,RC TDM - Branding - Pushpa - Contact: Noura,,,,,163
DIGITAL OFFICE,RC TDM - Campaign branding - Hello Love Again - Contact: Noura,,,,,163
DIGITAL OFFICE,RC TDM - Campaign branding - HERE l KRAVEN - Contact: Noura,,,,,163
DIGITAL OFFICE,RC TDM - Campaign branding - Moana - Contact: Noura,,,,,163
DIGITAL OFFICE,RC TDM - El Hana Branding - Contact: Noura,,,,,58
DIGITAL OFFICE,RC TDM - Mufasa Branding - Contact: Noura,,,,,163
DIGITAL OFFICE,RC TDM - Mufasa Lightbox - Contact: Noura,,,,,163
DIGITAL OFFICE,RC TDM - Red Carpet - Hello Love Again - Contact: Noura,,,,,163
DIGITAL OFFICE,RC TDM - Shifting and reinstallation of Moana booth - Contact: Noura,,,,,163
DIGITAL OFFICE,RC TDM - Shifting and reinstallation of Wicked photo wall - Contact: Noura,,,,,163
DIGITAL OFFICE,RC TSS - Moana booklet - Contact: Noura,,,,,163
DIGITAL OFFICE,RC TSS - Mufasa booklet - Contact: Noura,,,,,163
DIGITAL OFFICE,Sticker Plotter Cut-out-0632,,,,,296
DIGITAL OFFICE,VIP Louge card -0651-115501,,,,,296
DIGITAL OFFICE,wall repaint and joint fixing Sticker Plotter Cut-out,,,,,296
The Rising Dreams Event Management LLC,"360 Video Booth • Event Date: December 31, 2024 • Create 360 video with event logo or watermark, background music, slow motion • auto editing and transfer video instant. • Professional photo booth attendants • Delivery & Set-up",,,,,347
The Rising Dreams Event Management LLC,Casual Staff | TRD-DO-00077,,,,,347
The Rising Dreams Event Management LLC,Casual Staff | TRD-DO-00079,,,,,347
The Rising Dreams Event Management LLC,Casual Staff | TRD-DO-00081,,,,,347
The Rising Dreams Event Management LLC,F&B Casual Staff -Barback-monthly Basis | November-2024  TRD-DO-00080,,,,,347
The Rising Dreams Event Management LLC,Office Boy salary for duration 20th NOV -19th DEC 2024,,,,,289
MEANS DESIGN,Brand Pack - Emaar Dubai South,,,,,12
MEANS DESIGN,Design Agency January 2025,,,,,374
MEANS DESIGN,Design Agency January 2025,,,,,374
MEANS DESIGN,"Social Media strategy – Nov 18, 2024 to Dec 01, 2024",,,,,1
